run_id,workstream,architecture,implementation_id,physical_identity,seed,design_top,clock_period_ns,latency_cycles,initiation_interval_cycles,physical_exit_status,physical_failure_reason,routing_complete,target_feasible,power_status,source_hashes_json,config_sha256,sdc_source_sha256,contract_sha256,container_image,baseline_commit,final_odb_sha256,final_netlist_sha256,final_sdc_sha256,final_spef_sha256,raw_artifacts_manifest_sha256,characterization_status,hold_status,standard_cell_instance_area_um2,cell_count,sequential_cell_count,clock_buffer_count,timing_repair_buffer_count,buffer_count,utilization_percent,signed_worst_setup_slack_ns,wns_ns,tns_ns,setup_violation_count,worst_hold_slack_ns,hold_violation_count,slack_derived_frequency_mhz,orfs_reported_fmax_mhz,global_route_wirelength_um,detailed_route_wirelength_um,via_count,routed_signal_net_count,congestion_violation_count,final_drc_count,final_flow_error_count,internal_power_w,switching_power_w,leakage_power_w,total_power_w,energy_per_op_pj,direct_vcd_annotated_pin_count,unannotated_pin_count_before_propagation,power_report_sha256,trace_sha256
A-hsiao-flat-seed-11,A,A_hsiao_flat,hsiao-algorithmic-combinational-72-64-rev2-v1,A-hsiao-flat-seed-11@10ns,11,gate04_rev2_hsiao_72_64,10.0,1,1,0,,True,True,ACTIVITY_POWER_PASS_FULL_PRECISION_TEXT,"{""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_encoder.sv"": ""638b36ff3ab1ee31bb8e29b8d5ea064b5b36d1d7df7a3f2b96c52e305a31e036"", ""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_syndrome.sv"": ""5b232248546e1945ab5084b7f4850851bb62c6e54dc9c4fa00950e2a457590be"", ""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v2_algorithmic_decoder.sv"": ""3c422dbbddab55e8e2ae141b571e60e63f4ecd87ac409d64b59cc184f21aadcf"", ""scripts/revision2/rtl/rev2_hsiao_boundary.sv"": ""3fdc3984b222b925ccc9d415a548e88f5e75a82539c67ac187e5c1d0c33f9c73""}",4df4acdfdbeea46c3a9440eb0464b46167fb8487d2b76f9ea8c35195185e8636,7d8c4f563ace74fa762c1a8df4593a68aa0ca285519962c8121504333ec8fb09,63d883f607de032e46e105667bb58763082bdadaf5dfb531dd780658718aae48,openroad/orfs@sha256:f05cee3219a02f26289f02f00e11a3fc986ab51a482a0000a2da810cda219a6e,b51291442bbd04346dac939dea6ba7d532b9c5c4,7c3cbb392d0bfacfdd7cebb4cc4cb316f4a3ba4dd4ef84ba55307c7be7d9352e,d43d23b3b0d28be5ffc9745287eaf71ef8ea619ae436c024b34e96391fe1668b,1906b3694e2b02535b02751c084e52530b4c158398ac1e13635b871b4209b68c,128291539ff0fe3326b060c31cb9a339db5f1590635b4b3e8b7537ce0a52103b,0420a2d0347e3d0a05d62251e06e1f8047cfa98220df605eb54f8f43c22c516f,PASS_TARGET_MET,HOLD_CLEAN,19257.2,2177,349,51,356,407,49.4824,5.28434,0.0,0.0,0,0.425395,0,212.0593935949581,212.059,71249.0,49903.0,9723,1768,0,0,0,0.007042227312922,0.007960772141814,7.510577937353e-09,0.01500300690532,150.04507206010533,139,4937,d14136984d1ad6a61d156c153c3b15d7bfb398c1a9277c4677a029de7fb6cc1a,0117c68c59ca87e85b4aa699eca26be1d20d83e26213030ee835cc4739542c99
A-hsiao-hierarchical-seed-11,A,A_hsiao_hierarchical,hsiao-hierarchical-nibble-decode-combinational-72-64-breadth-v1,A-hsiao-hierarchical-seed-11@10ns,11,breadth_hsiao_hierarchical_72_64,10.0,1,1,0,,True,True,ACTIVITY_POWER_PASS_FULL_PRECISION_TEXT,"{""campaigns/date_2027_breadth_remediation/rtl/breadth_hsiao_hierarchical_boundary.sv"": ""a0219f34938c54118e96a020b23dab2a03a4eb43a453044754c1c12af237c54b"", ""campaigns/date_2027_breadth_remediation/rtl/hsiao_secded_72_64_v3_hierarchical_decoder.sv"": ""678b3bf1c51be4b0d1167828140c3a56457f7a7442f9b0592545d07a5cafc253"", ""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_encoder.sv"": ""638b36ff3ab1ee31bb8e29b8d5ea064b5b36d1d7df7a3f2b96c52e305a31e036"", ""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_syndrome.sv"": ""5b232248546e1945ab5084b7f4850851bb62c6e54dc9c4fa00950e2a457590be""}",6b8431fea812bcdb7b9903b55dc92134d5055417e771295b6fe614a07800d5ea,7d8c4f563ace74fa762c1a8df4593a68aa0ca285519962c8121504333ec8fb09,63d883f607de032e46e105667bb58763082bdadaf5dfb531dd780658718aae48,openroad/orfs@sha256:f05cee3219a02f26289f02f00e11a3fc986ab51a482a0000a2da810cda219a6e,b51291442bbd04346dac939dea6ba7d532b9c5c4,3b9b7991bd7016e6879153a9bef2d659499c75cae2df42b7c4a4a7eed63de465,3e9a26abcbc97c45b5d003e4cf01035088ac905580b58ae842141173d141fec4,7299aff7358a58428c0a117c2f587e10c6f55ff8527b755cfc070efbb6b7a15e,8563a02611fc39bd269f0ea47c907f98951b70fb7af6f0720bf74a9a0bd0f273,374e3a170c38bb464af971633f596b006ed32dcf58a594ec9ded522f07332f96,PASS_TARGET_MET,HOLD_CLEAN,19088.3,2180,349,59,359,418,49.2765,4.98937,0.0,0.0,0,0.446075,0,199.57570205742593,199.576,74733.0,51897.0,10034,1771,0,0,0,0.006735441740602,0.008551216684282,7.226077958222e-09,0.0152866654098,152.8819407634098,139,5055,357c45a191d822aca24dbe4ad650d53aba67bd2355fcfd48d7f383f6225fb2fd,0117c68c59ca87e85b4aa699eca26be1d20d83e26213030ee835cc4739542c99
A-hsiao-flat-seed-13,A,A_hsiao_flat,hsiao-algorithmic-combinational-72-64-rev2-v1,A-hsiao-flat-seed-13@10ns,13,gate04_rev2_hsiao_72_64,10.0,1,1,0,,True,True,ACTIVITY_POWER_PASS_FULL_PRECISION_TEXT,"{""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_encoder.sv"": ""638b36ff3ab1ee31bb8e29b8d5ea064b5b36d1d7df7a3f2b96c52e305a31e036"", ""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_syndrome.sv"": ""5b232248546e1945ab5084b7f4850851bb62c6e54dc9c4fa00950e2a457590be"", ""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v2_algorithmic_decoder.sv"": ""3c422dbbddab55e8e2ae141b571e60e63f4ecd87ac409d64b59cc184f21aadcf"", ""scripts/revision2/rtl/rev2_hsiao_boundary.sv"": ""3fdc3984b222b925ccc9d415a548e88f5e75a82539c67ac187e5c1d0c33f9c73""}",4df4acdfdbeea46c3a9440eb0464b46167fb8487d2b76f9ea8c35195185e8636,7d8c4f563ace74fa762c1a8df4593a68aa0ca285519962c8121504333ec8fb09,63d883f607de032e46e105667bb58763082bdadaf5dfb531dd780658718aae48,openroad/orfs@sha256:f05cee3219a02f26289f02f00e11a3fc986ab51a482a0000a2da810cda219a6e,b51291442bbd04346dac939dea6ba7d532b9c5c4,f65ff150c566ccb45fb970fefccb3c524f75f508862b00a85ec577410d0309ff,8bfe0a2f51b96b318a9b9feaae9208378083b334e6a7db57dad170770eca7870,1906b3694e2b02535b02751c084e52530b4c158398ac1e13635b871b4209b68c,2f91dddd59f4cf3ef8f90763e90c2a4b2a0bd977c325091a9d7440f9964df1a6,b9627387bfe8337409e10c848595aff27dcb504ba2fa2df62f9971aea197dca6,PASS_TARGET_MET,HOLD_CLEAN,19179.6,2175,349,55,354,409,49.283100000000005,5.36057,0.0,0.0,0,0.446892,0,215.54371981040774,215.544,71242.0,50142.0,9611,1766,0,0,0,0.006961538922042,0.007924395613372,7.45885042619e-09,0.01488594152033,148.87430114482032,139,4931,b24278b8bb6c631f9979f31b8ca3661b29d63d7961458376edead620516c5c1c,0117c68c59ca87e85b4aa699eca26be1d20d83e26213030ee835cc4739542c99
A-hsiao-hierarchical-seed-13,A,A_hsiao_hierarchical,hsiao-hierarchical-nibble-decode-combinational-72-64-breadth-v1,A-hsiao-hierarchical-seed-13@10ns,13,breadth_hsiao_hierarchical_72_64,10.0,1,1,0,,True,True,ACTIVITY_POWER_PASS_FULL_PRECISION_TEXT,"{""campaigns/date_2027_breadth_remediation/rtl/breadth_hsiao_hierarchical_boundary.sv"": ""a0219f34938c54118e96a020b23dab2a03a4eb43a453044754c1c12af237c54b"", ""campaigns/date_2027_breadth_remediation/rtl/hsiao_secded_72_64_v3_hierarchical_decoder.sv"": ""678b3bf1c51be4b0d1167828140c3a56457f7a7442f9b0592545d07a5cafc253"", ""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_encoder.sv"": ""638b36ff3ab1ee31bb8e29b8d5ea064b5b36d1d7df7a3f2b96c52e305a31e036"", ""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_syndrome.sv"": ""5b232248546e1945ab5084b7f4850851bb62c6e54dc9c4fa00950e2a457590be""}",6b8431fea812bcdb7b9903b55dc92134d5055417e771295b6fe614a07800d5ea,7d8c4f563ace74fa762c1a8df4593a68aa0ca285519962c8121504333ec8fb09,63d883f607de032e46e105667bb58763082bdadaf5dfb531dd780658718aae48,openroad/orfs@sha256:f05cee3219a02f26289f02f00e11a3fc986ab51a482a0000a2da810cda219a6e,b51291442bbd04346dac939dea6ba7d532b9c5c4,6316705c848f67a77b5fb43e6d309be4840b757e31b53f56665f6df772cc28e0,e2966ab694d874285791466383ec7c433dc79150dd3f69ee63128121c30f930c,7299aff7358a58428c0a117c2f587e10c6f55ff8527b755cfc070efbb6b7a15e,9140faa249ef058d574b0082a9023185e52186f75d325b5ebd4ffbb657d1a223,b676f360c9b92fd4985163deb3cc9a77011bc6b58df1e87748a20694469ca4f4,PASS_TARGET_MET,HOLD_CLEAN,19043.3,2177,349,53,357,410,49.160199999999996,5.41569,0.0,0.0,0,0.447909,0,218.13533552486632,218.135,73340.0,51036.0,10103,1767,0,0,0,0.006674079690129,0.008233274333179,7.202949792173e-09,0.01490736193955,149.08852675743955,139,5047,af0a72a6442feb42de889514b1b775553d87e443ea92af22d62bd1097102d878,0117c68c59ca87e85b4aa699eca26be1d20d83e26213030ee835cc4739542c99
A-hsiao-flat-seed-17,A,A_hsiao_flat,hsiao-algorithmic-combinational-72-64-rev2-v1,A-hsiao-flat-seed-17@10ns,17,gate04_rev2_hsiao_72_64,10.0,1,1,0,,True,True,ACTIVITY_POWER_PASS_FULL_PRECISION_TEXT,"{""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_encoder.sv"": ""638b36ff3ab1ee31bb8e29b8d5ea064b5b36d1d7df7a3f2b96c52e305a31e036"", ""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_syndrome.sv"": ""5b232248546e1945ab5084b7f4850851bb62c6e54dc9c4fa00950e2a457590be"", ""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v2_algorithmic_decoder.sv"": ""3c422dbbddab55e8e2ae141b571e60e63f4ecd87ac409d64b59cc184f21aadcf"", ""scripts/revision2/rtl/rev2_hsiao_boundary.sv"": ""3fdc3984b222b925ccc9d415a548e88f5e75a82539c67ac187e5c1d0c33f9c73""}",4df4acdfdbeea46c3a9440eb0464b46167fb8487d2b76f9ea8c35195185e8636,7d8c4f563ace74fa762c1a8df4593a68aa0ca285519962c8121504333ec8fb09,63d883f607de032e46e105667bb58763082bdadaf5dfb531dd780658718aae48,openroad/orfs@sha256:f05cee3219a02f26289f02f00e11a3fc986ab51a482a0000a2da810cda219a6e,b51291442bbd04346dac939dea6ba7d532b9c5c4,3634723be1f42b257494287ba88b7bc83e9007b0c343e31fb61720e00ac07634,53f342a3b3bcc3d33e8c60482a1e5e120a3f59eea6556c48c3c4ed81ae0ea800,1906b3694e2b02535b02751c084e52530b4c158398ac1e13635b871b4209b68c,21ee219bd62748a2b0ea5f4c92bb8ed6fe6552687af8661269a9c301bb42e3f6,58d1c4fa8361d45a3ae584f1e15f3181a997a10cc6434c3f2d7eb1cf6b3b5c3d,PASS_TARGET_MET,HOLD_CLEAN,19135.9,2173,349,54,355,409,49.1705,5.1695,0.0,0.0,0,0.431236,0,207.01790704895976,207.018,70932.0,49599.0,9759,1767,0,0,0,0.006907750386745,0.007997064851224,7.448124783593e-09,0.01490482315421,149.0631363652542,139,4929,8b052394f90458c3f41439bd0bde145054ccf0ac6c580a6c7b7e0001051400e6,0117c68c59ca87e85b4aa699eca26be1d20d83e26213030ee835cc4739542c99
A-hsiao-hierarchical-seed-17,A,A_hsiao_hierarchical,hsiao-hierarchical-nibble-decode-combinational-72-64-breadth-v1,A-hsiao-hierarchical-seed-17@10ns,17,breadth_hsiao_hierarchical_72_64,10.0,1,1,0,,True,True,ACTIVITY_POWER_PASS_FULL_PRECISION_TEXT,"{""campaigns/date_2027_breadth_remediation/rtl/breadth_hsiao_hierarchical_boundary.sv"": ""a0219f34938c54118e96a020b23dab2a03a4eb43a453044754c1c12af237c54b"", ""campaigns/date_2027_breadth_remediation/rtl/hsiao_secded_72_64_v3_hierarchical_decoder.sv"": ""678b3bf1c51be4b0d1167828140c3a56457f7a7442f9b0592545d07a5cafc253"", ""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_encoder.sv"": ""638b36ff3ab1ee31bb8e29b8d5ea064b5b36d1d7df7a3f2b96c52e305a31e036"", ""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_syndrome.sv"": ""5b232248546e1945ab5084b7f4850851bb62c6e54dc9c4fa00950e2a457590be""}",6b8431fea812bcdb7b9903b55dc92134d5055417e771295b6fe614a07800d5ea,7d8c4f563ace74fa762c1a8df4593a68aa0ca285519962c8121504333ec8fb09,63d883f607de032e46e105667bb58763082bdadaf5dfb531dd780658718aae48,openroad/orfs@sha256:f05cee3219a02f26289f02f00e11a3fc986ab51a482a0000a2da810cda219a6e,b51291442bbd04346dac939dea6ba7d532b9c5c4,72d75d9c22d66c873afc6004573f8343425d3ee8b6bc19174fbf52eb0f656947,46599d2030694556ced71c78d07802706247b17a24370664358a81850d1a0a03,7299aff7358a58428c0a117c2f587e10c6f55ff8527b755cfc070efbb6b7a15e,10cc2bb7506d12acca4eea8699c9655e974c0aa058a6388946dffb9a7d6e18aa,c8f7199dc2e942880b9f0b422ea5fc472fd9b50e0b5d3c90979004dc625d2f59,PASS_TARGET_MET,HOLD_CLEAN,19088.3,2185,349,54,362,416,49.2765,5.72922,0.0,0.0,0,0.451705,0,234.14926547375418,234.149,73098.0,51085.0,10090,1773,0,0,0,0.00677306484431,0.008259353227913,7.222832110187e-09,0.0150324255228,150.3392876535228,139,5062,dea875fb0d624ae48e693e5a8fed830eae021b64bfd203dc3c86d875d2ce2996,0117c68c59ca87e85b4aa699eca26be1d20d83e26213030ee835cc4739542c99
A-hsiao-flat-seed-19,A,A_hsiao_flat,hsiao-algorithmic-combinational-72-64-rev2-v1,A-hsiao-flat-seed-19@10ns,19,gate04_rev2_hsiao_72_64,10.0,1,1,0,,True,True,ACTIVITY_POWER_PASS_FULL_PRECISION_TEXT,"{""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_encoder.sv"": ""638b36ff3ab1ee31bb8e29b8d5ea064b5b36d1d7df7a3f2b96c52e305a31e036"", ""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_syndrome.sv"": ""5b232248546e1945ab5084b7f4850851bb62c6e54dc9c4fa00950e2a457590be"", ""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v2_algorithmic_decoder.sv"": ""3c422dbbddab55e8e2ae141b571e60e63f4ecd87ac409d64b59cc184f21aadcf"", ""scripts/revision2/rtl/rev2_hsiao_boundary.sv"": ""3fdc3984b222b925ccc9d415a548e88f5e75a82539c67ac187e5c1d0c33f9c73""}",4df4acdfdbeea46c3a9440eb0464b46167fb8487d2b76f9ea8c35195185e8636,7d8c4f563ace74fa762c1a8df4593a68aa0ca285519962c8121504333ec8fb09,63d883f607de032e46e105667bb58763082bdadaf5dfb531dd780658718aae48,openroad/orfs@sha256:f05cee3219a02f26289f02f00e11a3fc986ab51a482a0000a2da810cda219a6e,b51291442bbd04346dac939dea6ba7d532b9c5c4,63acb075dfb4a6c079a7e4dde7c7a90ee5317db156ef0fa48e38fea678dbb15d,c96e4102b3861dc63a8341b2fb9ca64f429d4233a9acb1925eb82d82fef23187,1906b3694e2b02535b02751c084e52530b4c158398ac1e13635b871b4209b68c,b4cfb9842af5a1dd9a18c346b4ae007050e0284412eba8cfbfbf038e1446bfb9,592556bc35ecbded277ee1994b0fc5257411cf97ee4788862320b5a206af7c80,PASS_TARGET_MET,HOLD_CLEAN,19228.4,2177,349,54,356,410,49.4084,5.33407,0.0,0.0,0,0.413024,0,214.31954615692905,214.32,71442.0,49617.0,9734,1768,0,0,0,0.007025962695479,0.008049633353949,7.482571895423e-09,0.01507560350001,150.77111060360002,139,4937,ba1c8cb92e5dfeabd317e78eb58573ef2fa1d06c6c6166d2fc3b3bbe14323fe4,0117c68c59ca87e85b4aa699eca26be1d20d83e26213030ee835cc4739542c99
A-hsiao-hierarchical-seed-19,A,A_hsiao_hierarchical,hsiao-hierarchical-nibble-decode-combinational-72-64-breadth-v1,A-hsiao-hierarchical-seed-19@10ns,19,breadth_hsiao_hierarchical_72_64,10.0,1,1,0,,True,True,ACTIVITY_POWER_PASS_FULL_PRECISION_TEXT,"{""campaigns/date_2027_breadth_remediation/rtl/breadth_hsiao_hierarchical_boundary.sv"": ""a0219f34938c54118e96a020b23dab2a03a4eb43a453044754c1c12af237c54b"", ""campaigns/date_2027_breadth_remediation/rtl/hsiao_secded_72_64_v3_hierarchical_decoder.sv"": ""678b3bf1c51be4b0d1167828140c3a56457f7a7442f9b0592545d07a5cafc253"", ""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_encoder.sv"": ""638b36ff3ab1ee31bb8e29b8d5ea064b5b36d1d7df7a3f2b96c52e305a31e036"", ""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_syndrome.sv"": ""5b232248546e1945ab5084b7f4850851bb62c6e54dc9c4fa00950e2a457590be""}",6b8431fea812bcdb7b9903b55dc92134d5055417e771295b6fe614a07800d5ea,7d8c4f563ace74fa762c1a8df4593a68aa0ca285519962c8121504333ec8fb09,63d883f607de032e46e105667bb58763082bdadaf5dfb531dd780658718aae48,openroad/orfs@sha256:f05cee3219a02f26289f02f00e11a3fc986ab51a482a0000a2da810cda219a6e,b51291442bbd04346dac939dea6ba7d532b9c5c4,b933abd2b2c91bf74a09852f324da2106f5c89846d1873d571d71cd70507a026,151a03f7b980d75b04490e8486c8b72de017732d0579fdfde6fac362771e9806,7299aff7358a58428c0a117c2f587e10c6f55ff8527b755cfc070efbb6b7a15e,bf225d3e4485ac51e4c77f45ddc241a59193563ec9b72cf8fadb13bb42f3d049,e1d308084dc861903a0833733786879fcdfee7b1ced58a8eadd8d50ebfba10ec,PASS_TARGET_MET,HOLD_CLEAN,19148.4,2181,349,53,360,413,49.4315,5.39824,0.0,0.0,0,0.450699,0,217.30816035603772,217.308,75858.0,53737.0,10222,1771,0,0,0,0.006815666798502,0.008636406622827,7.271471424986e-09,0.01545208133757,154.53626545703756,139,5057,5219ed0589009e926efbfdd883dba26561a098e8350ee5d492a136842f2bee4b,0117c68c59ca87e85b4aa699eca26be1d20d83e26213030ee835cc4739542c99
A-hsiao-flat-seed-23,A,A_hsiao_flat,hsiao-algorithmic-combinational-72-64-rev2-v1,A-hsiao-flat-seed-23@10ns,23,gate04_rev2_hsiao_72_64,10.0,1,1,0,,True,True,ACTIVITY_POWER_PASS_FULL_PRECISION_TEXT,"{""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_encoder.sv"": ""638b36ff3ab1ee31bb8e29b8d5ea064b5b36d1d7df7a3f2b96c52e305a31e036"", ""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_syndrome.sv"": ""5b232248546e1945ab5084b7f4850851bb62c6e54dc9c4fa00950e2a457590be"", ""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v2_algorithmic_decoder.sv"": ""3c422dbbddab55e8e2ae141b571e60e63f4ecd87ac409d64b59cc184f21aadcf"", ""scripts/revision2/rtl/rev2_hsiao_boundary.sv"": ""3fdc3984b222b925ccc9d415a548e88f5e75a82539c67ac187e5c1d0c33f9c73""}",4df4acdfdbeea46c3a9440eb0464b46167fb8487d2b76f9ea8c35195185e8636,7d8c4f563ace74fa762c1a8df4593a68aa0ca285519962c8121504333ec8fb09,63d883f607de032e46e105667bb58763082bdadaf5dfb531dd780658718aae48,openroad/orfs@sha256:f05cee3219a02f26289f02f00e11a3fc986ab51a482a0000a2da810cda219a6e,b51291442bbd04346dac939dea6ba7d532b9c5c4,b789c536b13eb68d38e347c7388f487b2c60448c43c2fd523976e3d7306467bb,b714480f260e014124a581c7238a09b067f27fe9ebe8ac0631dbe9770f973f82,1906b3694e2b02535b02751c084e52530b4c158398ac1e13635b871b4209b68c,089c2fb5ede9fe343cf9c6c6d777f2422f6055bc9f957ac0254ee640a4cb4069,5a0b5be96f08219b69536f981db144795c56ffbb34e6266925d51dbd03d471c2,PASS_TARGET_MET,HOLD_CLEAN,19152.1,2175,349,54,356,410,49.2123,5.3622,0.0,0.0,0,0.423994,0,215.61947475095948,215.62,70773.0,49791.0,9763,1769,0,0,0,0.006935041863471,0.00797257386148,7.457381379083e-09,0.01490762270987,149.09113472140987,139,4933,5a098203d70c2ff0fcb4e4b0fb21b9cd44c66a63da4f4cfb6c772fba05303f1b,0117c68c59ca87e85b4aa699eca26be1d20d83e26213030ee835cc4739542c99
A-hsiao-hierarchical-seed-23,A,A_hsiao_hierarchical,hsiao-hierarchical-nibble-decode-combinational-72-64-breadth-v1,A-hsiao-hierarchical-seed-23@10ns,23,breadth_hsiao_hierarchical_72_64,10.0,1,1,0,,True,True,ACTIVITY_POWER_PASS_FULL_PRECISION_TEXT,"{""campaigns/date_2027_breadth_remediation/rtl/breadth_hsiao_hierarchical_boundary.sv"": ""a0219f34938c54118e96a020b23dab2a03a4eb43a453044754c1c12af237c54b"", ""campaigns/date_2027_breadth_remediation/rtl/hsiao_secded_72_64_v3_hierarchical_decoder.sv"": ""678b3bf1c51be4b0d1167828140c3a56457f7a7442f9b0592545d07a5cafc253"", ""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_encoder.sv"": ""638b36ff3ab1ee31bb8e29b8d5ea064b5b36d1d7df7a3f2b96c52e305a31e036"", ""green_ecc_physical_simulation/rtl/hsiao_secded_72_64/hsiao_secded_72_64_v1_syndrome.sv"": ""5b232248546e1945ab5084b7f4850851bb62c6e54dc9c4fa00950e2a457590be""}",6b8431fea812bcdb7b9903b55dc92134d5055417e771295b6fe614a07800d5ea,7d8c4f563ace74fa762c1a8df4593a68aa0ca285519962c8121504333ec8fb09,63d883f607de032e46e105667bb58763082bdadaf5dfb531dd780658718aae48,openroad/orfs@sha256:f05cee3219a02f26289f02f00e11a3fc986ab51a482a0000a2da810cda219a6e,b51291442bbd04346dac939dea6ba7d532b9c5c4,2a286472121532a9e0bd5591eb3cf39b06dcf42f516f7182aab99d001709ea6b,4b3b1254e1f0c63706cd9ee082adc33ac2d0c738ad29c15e703df7c4b9cda8b1,7299aff7358a58428c0a117c2f587e10c6f55ff8527b755cfc070efbb6b7a15e,fe4dccb9e289d05aede2cbfecf2cd3dcd06e8fec7feec15f38f054a4f491c5c6,1f56faf8d8fda9424e6cfb64e786aeadfd76a89a2bf1af6f9e54a3a5397b6de5,PASS_TARGET_MET,HOLD_CLEAN,19043.3,2184,349,55,361,416,49.160199999999996,5.51741,0.0,0.0,0,0.438227,0,223.08531451683066,223.085,72774.0,50915.0,10043,1771,0,0,0,0.006733514834195,0.008361045271158,7.214733699357e-09,0.01509456709027,150.96076546979026,139,5060,a12a2f1ffff00d5c257c61ec0bba9a4020301583637f282c04afa3a44605a902,0117c68c59ca87e85b4aa699eca26be1d20d83e26213030ee835cc4739542c99
